1631,"Eye evisc w synch implan","Removal of ocular contents with synchronous implant into scleral shell"
1639,"Eyeball evisceration NEC,"Other evisceration of eyeball"
1641,"Eye enuc/implan/musc att","Enucleation of eyeball with synchronous implant into Tenon's capsule with attachment of muscles"
1642,"Eye enuc w implant NEC,"Enucleation of eyeball with other synchronous implant"
1649,"Eyeball enucleation NEC,"Other enucleation of eyeball"
1651,"Radical orbitomaxillect","Exenteration of orbit with removal of adjacent structures"
1652,"Orbit exent w bone remov","Exenteration of orbit with therapeutic removal of orbital bone"
1659,"Orbital exenteration NEC,"Other exenteration of orbit"
1661,"2ndry ocular imp insert","Secondary insertion of ocular implant"
1662,"Revis/reinsert ocul imp","Revision and reinsertion of ocular implant"
1663,"Revis enuc socket w grft","Revision of enucleation socket with graft"
1664,"Enuc socket revis NEC,"Other revision of enucleation socket"
1665,"2ndry exent cavity graft","Secondary graft to exenteration cavity"
1666,"Revis exenter cavity NEC,"Other revision of exenteration cavity"
1669,"2nd op post eye rem NEC,"Other secondary procedures after removal of eyeball"
1671,"Remove ocular implant","Removal of ocular implant"
1672,"Remove orbital implant","Removal of orbital implant"
1681,"Repair of orbital wound","Repair of wound of orbit"
0063,"Perc ins carotid stent","Percutaneous insertion of carotid artery stent(s)"
0064,"Perc ins extracran stent","Percutaneous insertion of other extracranial artery stent(s)"
0065,"Perc ins intracran stent","Percutaneous insertion of intracranial vascular stent(s)"
0066,"PTCA,"Percutaneous transluminal coronary angioplasty [PTCA]"
0067,"Intravas msmnt thorc art","Intravascular pressure measurement of intrathoracic arteries"
0068,"Intravas msmt periph art","Intravascular pressure measurement of peripheral arteries"
0069,"Intravs msmt ves NEC/NOS,"Intravascular pressure measurement"
0070,"Rev hip repl-acetab/fem","Revision of hip replacement"
0071,"Rev hip repl-acetab comp","Revision of hip replacement"
0072,"Rev hip repl-fem comp","Revision of hip replacement"
0073,"Rev hip repl-liner/head","Revision of hip replacement"
0074,""Hip surface", metal/poly""
0075,""Hip surface", metal/metal""
0076,""Hip surface", cermc/cermc""
0077,""Hip surface", cermc/poly""
0080,"Rev knee replacemt-total","Revision of knee replacement"
0081,"Rev knee repl-tibia comp","Revision of knee replacement"
0082,"Rev knee repl-femur comp","Revision of knee replacement"
0083,"Rev knee replace-patella","Revision of knee replacement"
0084,"Rev knee repl-tibia lin","Revision of total knee replacement"
0085,""Resrf hip",total-acet/fem""
0086,""Resrf hip",part-fem head""
0087,""Resrf hip",part-acetablum""
0091,"Trnsplnt live rel donor","Transplant from live related donor"
0092,"Trnsplnt live nonrel don","Transplant from live non-related donor"
0093,"Transplant cadaver donor","Transplant from cadaver"
0094,"Intra-op neurophys montr","Intra-operative neurophysiologic monitoring"
0095,"Injct/infus glucarpidase","Injection or infusion of glucarpidase"
0096,"Infusion 4F-PCC,"Infusion of 4-Factor Prothrombin Complex Concentrate"
0101,"Cisternal puncture","Cisternal puncture"
0102,"Ventricl shunt tube punc","Ventriculopuncture through previously implanted catheter"
0109,"Cranial puncture NEC,"Other cranial puncture"
0110,"Intracran pressure montr","Intracranial pressure monitoring"
0111,"Clos cereb meninges bx","Closed [percutaneous] [needle] biopsy of cerebral meninges"
0112,"Open cereb meninges bx","Open biopsy of cerebral meninges"
0113,"Closed brain biopsy","Closed [percutaneous] [needle] biopsy of brain"
0114,"Open brain biopsy","Open biopsy of brain"
0115,"Skull biopsy","Biopsy of skull"
0116,"Intracranial 02 monitor","Intracranial oxygen monitoring"
0117,"Brain temp monitoring","Brain temperature monitoring"
0118,"Other brain dx procedure","Other diagnostic procedures on brain and cerebral meninges"
0119,"Other skull dx procedure","Other diagnostic procedures on skull"
0120,"Imp/repl brain pulse gen","Cranial implantation or replacement of neurostimulator pulse generator"
0121,"Cranial sinus i & d","Incision and drainage of cranial sinus"
0122,"Removal brain stim lead","Removal of intracranial neurostimulator lead(s)"
0123,"Reopen craniotomy site","Reopening of craniotomy site"
0124,"Other craniotomy","Other craniotomy"
0125,"Other craniectomy","Other craniectomy"
0126,"Ins cath cranial cav/tis","Insertion of catheter(s) into cranial cavity or tissue"
0127,"Rem cath cranial cav/tis","Removal of catheter(s) from cranial cavity or tissue"
0128,"Intracereb cth-burr hole","Placement of intracerebral catheter(s) via burr hole(s)"
0129,"Rem brain pulse generatr","Removal of cranial neurostimulator pulse generator"
0001,"Ther ult head & neck ves","Therapeutic ultrasound of vessels of head and neck"
0002,"Ther ultrasound of heart","Therapeutic ultrasound of heart"
0003,"Ther ult peripheral ves","Therapeutic ultrasound of peripheral vascular vessels"
0009,"Other therapeutic ultsnd","Other therapeutic ultrasound"
0010,"Implant chemothera agent","Implantation of chemotherapeutic agent"
0011,"Infus drotrecogin alfa","Infusion of drotrecogin alfa (activated)"
0012,"Adm inhal nitric oxide","Administration of inhaled nitric oxide"
0013,"Inject/infus nesiritide","Injection or infusion of nesiritide"
0014,"Injection oxazolidinone","Injection or infusion of oxazolidinone class of antibiotics"
0015,"High-dose infusion IL-2,"High-dose infusion interleukin-2 [IL-2]"
0016,"Pressurized treat graft","Pressurized treatment of venous bypass graft [conduit] with pharmaceutical substance"
0017,"Infusion of vasopressor","Infusion of vasopressor agent"
0018,"Infus immunosup antibody","Infusion of immunosuppressive antibody therapy"
0019,"BBBD via infusion","Disruption of blood brain barrier via infusion [BBBD]"
0021,"IVUS extracran cereb ves","Intravascular imaging of extracranial cerebral vessels"
0022,"IVUS intrathoracic ves","Intravascular imaging of intrathoracic vessels"
0023,"IVUS peripheral vessels","Intravascular imaging of peripheral vessels"
0024,"IVUS coronary vessels","Intravascular imaging of coronary vessels"
0025,"IVUS renal vessels","Intravascular imaging of renal vessels"
0028,"Intravascul imaging NEC,"Intravascular imaging"
0029,"Intravascul imaging NOS,"Intravascular imaging"
0031,"CAS w CT/CTA,"Computer assisted surgery with CT/CTA"
0032,"CAS w MR/MRA,"Computer assisted surgery with MR/MRA"
0033,"CAS w fluoroscopy","Computer assisted surgery with fluoroscopy"
0034,"Imageless comp asst surg","Imageless computer assisted surgery"
0035,"CAS w multiple datasets","Computer assisted surgery with multiple datasets"
0039,"Other CAS,"Other computer assisted surgery"
0040,"Procedure-one vessel","Procedure on single vessel"
0041,"Procedure-two vessels","Procedure on two vessels"
0042,"Procedure-three vessels","Procedure on three vessels"
0043,"Procedure-four+ vessels","Procedure on four or more vessels"
0044,"Proc-vessel bifurcation","Procedure on vessel bifurcation"
0045,"Insert 1 vascular stent","Insertion of one vascular stent"
0046,"Insert 2 vascular stents","Insertion of two vascular stents"
0047,"Insert 3 vascular stents","Insertion of three vascular stents"
0048,"Insert 4+ vasculr stents","Insertion of four or more vascular stents"
0049,"SuperSat O2 therapy","Supersaturated oxygen therapy"
0050,"Impl CRT pacemaker sys","Implantation of cardiac resynchronization pacemaker without mention of defibrillation"
0051,"Impl CRT defibrillat sys","Implantation of cardiac resynchronization defibrillator"
0052,"Imp/rep lead lf ven sys","Implantation or replacement of transvenous lead [electrode] into left ventricular coronary venous system"
0053,"Imp/rep CRT pacemakr gen","Implantation or replacement of cardiac resynchronization pacemaker pulse generator only [CRT-P]"
0054,"Imp/rep CRT defib genat","Implantation or replacement of cardiac resynchronization defibrillator pulse generator only [CRT-D]"
0055,"Ins d-e stent oth periph","Insertion of drug-eluting stent(s) of other peripheral vessel(s)"
0056,"Ins/rep sens-crd/vsl mtr","Insertion or replacement of implantable pressure sensor with lead for intracardiac or great vessel hemodynamic monitoring"
0057,"Imp/rep subcue card dev","Implantation or replacement of subcutaneous device for intracardiac or great vessel hemodynamic monitoring"
0058,"Ins intra-ansm pres mntr","Insertion of intra-aneurysm sac pressure monitoring device (intraoperative)"
0059,"Intravasc msmnt cor art","Intravascular pressure measurement of coronary arteries"
0060,"Ins d-e stnt sup fem art","Insertion of drug-eluting stent(s) of superficial femoral artery"
0061,"Perc angio extracran ves","Percutaneous angioplasty of extracranial vessel(s)"
0062,"Perc angio intracran ves","Percutaneous angioplasty of intracranial vessel(s)"
0331,"Spinal tap","Spinal tap"
0332,"Spinal cord/meninges bx","Biopsy of spinal cord or spinal meninges"
0339,"Other spinal dx proc","Other diagnostic procedures on spinal cord and spinal canal structures"
034,"Excis spinal cord lesion","Excision or destruction of lesion of spinal cord or spinal meninges"
0351,"Spine meningocele repair","Repair of spinal meningocele"
0352,"Myelomeningocel repair","Repair of spinal myelomeningocele"
0353,"Vertebral fx repair","Repair of vertebral fracture"
0359,"Spinal struct repair NEC,"Other repair and plastic operations on spinal cord structures"
036,"Spinal cord adhesiolysis","Lysis of adhesions of spinal cord and nerve roots"
0371,"Subarach-periton shunt","Spinal subarachnoid-peritoneal shunt"
0372,"Subarach-ureteral shunt","Spinal subarachnoid-ureteral shunt"
0379,"Oth spinal thecal shunt","Other shunt of spinal theca"
038,"Destr inject-spine canal","Injection of destructive agent into spinal canal"
0390,"Insert spinal canal cath","Insertion of catheter into spinal canal for infusion of therapeutic or palliative substances"
0391,"Anesth inject-spin canal","Injection of anesthetic into spinal canal for analgesia"
0392,"Spinal canal inject NEC,"Injection of other agent into spinal canal"
0393,"Imp/repl spine stim lead","Implantation or replacement of spinal neurostimulator lead(s)"
0394,"Removal spine stim lead","Removal of spinal neurostimulator lead(s)"
0395,"Spinal patch","Spinal blood patch"
0396,"Percutan facet denervat","Percutaneous denervation of facet"
0397,"Revise spine theca shunt","Revision of spinal thecal shunt"
0398,"Remove spine theca shunt","Removal of spinal thecal shunt"
0399,"Spine canal struc op NEC,"Other operations on spinal cord and spinal canal structures"
0401,"Excision acoustc neuroma","Excision of acoustic neuroma"
0402,"Trigeminal nerv division","Division of trigeminal nerve"
0403,"Periph nerve div NEC,"Division or crushing of other cranial and peripheral nerves"
0404,"Periph nerve incis NEC,"Other incision of cranial and peripheral nerves"
0405,"Gasserian ganglionectomy","Gasserian ganglionectomy"
0406,"Periph ganglionect NEC,"Other cranial or peripheral ganglionectomy"
0407,"Periph nerv excision NEC,"Other excision or avulsion of cranial and peripheral nerves"
0201,"Linear craniectomy","Opening of cranial suture"
0202,"Elevate skull fx fragmnt","Elevation of skull fracture fragments"
0203,"Skull flap formation","Formation of cranial bone flap"
0204,"Bone graft to skull","Bone graft to skull"
0205,"Skull plate insertion","Insertion of skull plate"
0206,"Cranial osteoplasty NEC,"Other cranial osteoplasty"
0207,"Skull plate removal","Removal of skull plate"
0211,"Simple suture of dura","Simple suture of dura mater of brain"
0212,"Brain meninge repair NEC,"Other repair of cerebral meninges"
0213,"Meninge vessel ligation","Ligation of meningeal vessel"
0214,"Choroid plexectomy","Choroid plexectomy"
0221,"Insert/replace EVD,"Insertion or replacement of external ventricular drain [EVD]"
0222,"Intrcran vent shunt/anas","Intracranial ventricular shunt or anastomosis"
0231,"Ventricl shunt-head/neck","Ventricular shunt to structure in head and neck"
0232,"Ventri shunt-circula sys","Ventricular shunt to circulatory system"
0233,"Ventricl shunt-thorax","Ventricular shunt to thoracic cavity"
0234,"Ventricl shunt-abdomen","Ventricular shunt to abdominal cavity and organs"
0235,"Ventri shunt-uninary sys","Ventricular shunt to urinary system"
0239,"Vent shunt extracran NEC,"Ventricular shunt to extracranial site NEC"
0241,"Irrigate/expl vent shunt","Irrigation and exploration of ventricular shunt"
0242,"Replace ventricle shunt","Replacement of ventricular shunt"
0243,"Remove ventricle shunt","Removal of ventricular shunt"
0291,"Lysis cortical adhesion","Lysis of cortical adhesions"
0292,"Brain repair","Repair of brain"
0293,"Imp/repl brain stim lead","Implantation or replacement of intracranial neurostimulator lead(s)"
0294,"Insert/replac skull tong","Insertion or replacement of skull tongs or halo traction device"
0295,"Remove skull tongs","Removal of skull tongs or halo traction device"
0296,"Insert sphenoid electrod","Insertion of sphenoidal electrodes"
0299,"Skull & brain op NEC,"Other operations on skull"
0301,"Removal FB spinal canal","Removal of foreign body from spinal canal"
0302,"Reopen laminectomy site","Reopening of laminectomy site"
0309,"Spinal canal explor NEC,"Other exploration and decompression of spinal canal"
031,"Intraspin nerve root div","Division of intraspinal nerve root"
0321,"Percutaneous chordotomy","Percutaneous chordotomy"
0329,"Other chordotomy","Other chordotomy"
0131,"Incise cerebral meninges","Incision of cerebral meninges"
0132,"Lobotomy & tractotomy","Lobotomy and tractotomy"
0139,"Other brain incision","Other incision of brain"
0141,"Thalamus operations","Operations on thalamus"
0142,"Globus pallidus ops","Operations on globus pallidus"
0151,"Ex cereb meningeal les","Excision of lesion or tissue of cerebral meninges"
0152,"Hemispherectomy","Hemispherectomy"
0153,"Brain lobectomy","Lobectomy of brain"
0159,"Other brain excision","Other excision or destruction of lesion or tissue of brain"
016,"Excise skull lesion","Excision of lesion of skull"
0844,"Lid recons entropion rep","Repair of entropion or ectropion with lid reconstruction"
0849,"Entropion/ectrop rep NEC,"Other repair of entropion or ectropion"
0851,"Canthotomy","Canthotomy"
0852,"Blepharorrhaphy","Blepharorrhaphy"
0859,"Adjust lid position NEC,"Other adjustment of lid position"
0861,"Lid reconst w skin graft","Reconstruction of eyelid with skin flap or graft"
0862,"Lid reconst w muc graft","Reconstruction of eyelid with mucous membrane flap or graft"
0863,"Lid reconst w hair graft","Reconstruction of eyelid with hair follicle graft"
0864,"Lid recon-tarsoconj flap","Reconstruction of eyelid with tarsoconjunctival flap"
0869,"Lid reconstr w graft NEC,"Other reconstruction of eyelid with flaps or grafts"
0870,"Lid reconstruction NOS,"Reconstruction of eyelid"
0871,"Lid marg recon-part thic","Reconstruction of eyelid involving lid margin"
0872,"Lid recons-part thic NEC,"Other reconstruction of eyelid"
0873,"Lid marg recons ful thic","Reconstruction of eyelid involving lid margin"
0874,"Lid reconst-ful thic NEC,"Other reconstruction of eyelid"
0881,"Linear rep lid lacer","Linear repair of laceration of eyelid or eyebrow"
0882,"Lid marg lac rx-part th","Repair of laceration involving lid margin"
0883,"Lid lacer rx-prt th NEC,"Other repair of laceration of eyelid"
0884,"Lid marg lac rx-ful thic","Repair of laceration involving lid margin"
0885,"Lid lac rx-ful thic NEC,"Other repair of laceration of eyelid"
0886,"Lower lid rhytidectomy","Lower eyelid rhytidectomy"
0887,"Upper lid rhytidectomy","Upper eyelid rhytidectomy"
0889,"Eyelid repair NEC,"Other eyelid repair"
0891,"Electrosurg lid epilat","Electrosurgical epilation of eyelid"
0892,"Cryosurg lid epilation","Cryosurgical epilation of eyelid"
0893,"Eyelid epilation NEC,"Other epilation of eyelid"
0899,"Eyelid operation NEC,"Other operations on eyelids"
090,"Lacrimal gland incision","Incision of lacrimal gland"
0911,"Lacrimal gland biopsy","Biopsy of lacrimal gland"
0912,"Lacrimal sac biopsy","Biopsy of lacrimal sac"
0919,"Lacrimal sys dx proc NEC,"Other diagnostic procedures on lacrimal system"
0920,"Exc lacrimal gland NOS,"Excision of lacrimal gland"
0921,"Excis les lacrimal gland","Excision of lesion of lacrimal gland"
0922,"Part dacryoadenect NEC,"Other partial dacryoadenectomy"
0923,"Total dacryoadenectomy","Total dacryoadenectomy"
093,"Other lacrimal gland ops","Other operations on lacrimal gland"
0941,"Lacrimal punctum probe","Probing of lacrimal punctum"
0942,"Lac canaliculi probe","Probing of lacrimal canaliculi"
0943,"Nasolacrimal duct probe","Probing of nasolacrimal duct"
0944,"Nasolac duct intubat","Intubation of nasolacrimal duct"
0949,"Lac passage manip NEC,"Other manipulation of lacrimal passage"
0951,"Lac punctum incision","Incision of lacrimal punctum"
0952,"Lac canaliculi incision","Incision of lacrimal canaliculi"
0953,"Lacrimal sac incision","Incision of lacrimal sac"
0959,"Lacrim passage incis NEC,"Other incision of lacrimal passages"
096,"Lacrim sac/passage excis","Excision of lacrimal sac and passage"
0971,"Correct everted punctum","Correction of everted punctum"
0972,"Punctum repair NEC,"Other repair of punctum"
0973,"Canaliculus repair","Repair of canaliculus"
0981,"Dacryocystorhinostomy","Dacryocystorhinostomy [DCR]"
0982,"Conjunctivocystorhinost","Conjunctivocystorhinostomy"
0983,"Conjunctivorhinos w tube","Conjunctivorhinostomy with insertion of tube or stent"
0411,"Clos periph nerve biopsy","Closed [percutaneous] [needle] biopsy of cranial or peripheral nerve or ganglion"
0412,"Open periph nerve biopsy","Open biopsy of cranial or peripheral nerve or ganglion"
0419,"Periph nerve dx proc NEC,"Other diagnostic procedures on cranial and peripheral nerves and ganglia"
042,"Periph nerve destruction","Destruction of cranial and peripheral nerves"
043,"Peripheral nerve suture","Suture of cranial and peripheral nerves"
0441,"Decompress trigem root","Decompression of trigeminal nerve root"
0442,"Cran nerv root decom NEC,"Other cranial nerve decompression"
0443,"Carpal tunnel release","Release of carpal tunnel"
0444,"Tarsal tunnel release","Release of tarsal tunnel"
0449,"Per nerve adhesiolys NEC,"Other peripheral nerve or ganglion decompression or lysis of adhesions"
045,"Peripheral nerve graft","Cranial or peripheral nerve graft"
046,"Periph nerve transposit","Transposition of cranial and peripheral nerves"
0471,"Hypogloss-facial anastom","Hypoglossal-facial anastomosis"
0472,"Accessory-facial anastom","Accessory-facial anastomosis"
0473,"Access-hypogloss anastom","Accessory-hypoglossal anastomosis"
0474,"Periph nerv anastom NEC,"Other anastomosis of cranial or peripheral nerve"
0475,"Postop revis per nerv op","Revision of previous repair of cranial and peripheral nerves"
0476,"Late repair per nerv inj","Repair of old traumatic injury of cranial and peripheral nerves"
0479,"Other neuroplasty","Other neuroplasty"
0480,"Periph nerve inject NOS,"Peripheral nerve injection"
0481,"Anesth injec periph nerv","Injection of anesthetic into peripheral nerve for analgesia"
0489,"Periph nerve inject NEC,"Injection of other agent"
0491,"Neurectasis","Neurectasis"
0492,"Imp/repl peri stim lead","Implantation or replacement of peripheral neurostimulator lead(s)"
0493,"Removal peri stim lead","Removal of peripheral neurostimulator lead(s)"
0499,"Peripheral nerve ops NEC,"Other operations on cranial and peripheral nerves"
050,"Sympath nerve division","Division of sympathetic nerve or ganglion"
0511,"Sympathetic nerve biopsy","Biopsy of sympathetic nerve or ganglion"
0519,"Sympath nrv dx proc NEC,"Other diagnostic procedures on sympathetic nerves or ganglia"
0521,"Sphenopalatin ganglionec","Sphenopalatine ganglionectomy"
0522,"Cervical sympathectomy","Cervical sympathectomy"
0523,"Lumbar sympathectomy","Lumbar sympathectomy"
0524,"Presacral sympathectomy","Presacral sympathectomy"
0525,"Periart sympathectomy","Periarterial sympathectomy"
0529,"Other sympathectomy","Other sympathectomy and ganglionectomy"
0531,"Anesth inject symp nerve","Injection of anesthetic into sympathetic nerve for analgesia"
0532,"Neurolyt injec-symp nrv","Injection of neurolytic agent into sympathetic nerve"
0539,"Sympath nerve inject NEC,"Other injection into sympathetic nerve or ganglion"
0581,"Sympathetic nerve repair","Repair of sympathetic nerve or ganglion"
0589,"Sympathetic nerve op NEC,"Other operations on sympathetic nerves or ganglia"
059,"Other nervous system ops","Other operations on nervous system"
0601,"Thyroid field aspiration","Aspiration of thyroid field"
0602,"Reopen thyroid field wnd","Reopening of wound of thyroid field"
0609,"Incis thyroid field NEC,"Other incision of thyroid field"
0611,"Closed thyroid gland bx","Closed [percutaneous] [needle] biopsy of thyroid gland"
0612,"Open thyroid gland bx","Open biopsy of thyroid gland"
0613,"Parathyroid biopsy","Biopsy of parathyroid gland"
0619,"Thyr/parathy dx proc NEC,"Other diagnostic procedures on thyroid and parathyroid glands"
062,"Unilat thyroid lobectomy","Unilateral thyroid lobectomy"
0631,"Excision thyroid lesion","Excision of lesion of thyroid"
0639,"Part thyroidectomy NEC,"Other partial thyroidectomy"
064,"Complete thyroidectomy","Complete thyroidectomy"
0650,"Substern thyroidect NOS,"Substernal thyroidectomy"
0651,"Part substern thyroidect","Partial substernal thyroidectomy"
0652,"Tot substern thyroidect","Complete substernal thyroidectomy"
066,"Lingual thyroid excision","Excision of lingual thyroid"
067,"Thyrogloss duct excision","Excision of thyroglossal duct or tract"
0681,"Total parathyroidectomy","Complete parathyroidectomy"
0689,"Other parathyroidectomy","Other parathyroidectomy"
0691,"Thyroid isthmus division","Division of thyroid isthmus"
0692,"Thyroid vessel ligation","Ligation of thyroid vessels"
0693,"Thyroid suture","Suture of thyroid gland"
0694,"Thyroid reimplantation","Thyroid tissue reimplantation"
0695,"Parathyroid reimplant","Parathyroid tissue reimplantation"
0698,"Other thyroid operations","Other operations on thyroid glands"
0699,"Other parathyroid ops","Other operations on parathyroid glands"
0700,"Adrenal exploration NOS,"Exploration of adrenal field"
0701,"Unilat adrenal explorat","Unilateral exploration of adrenal field"
0702,"Bilat adrenal explorat","Bilateral exploration of adrenal field"
0711,"Closed adrenal gland bx","Closed [percutaneous] [needle] biopsy of adrenal gland"
0712,"Open adrenal gland bx","Open biopsy of adrenal gland"
0713,"Transfront pituitary bx","Biopsy of pituitary gland"
0714,"Transphen pituitary bx","Biopsy of pituitary gland"
0715,"Pituitary biopsy NOS,"Biopsy of pituitary gland"
0716,"Thymus biopsy","Biopsy of thymus"
0717,"Pineal biopsy","Biopsy of pineal gland"
0719,"Endocrine dx proc NEC,"Other diagnostic procedures on adrenal glands"
0721,"Adrenal lesion excision","Excision of lesion of adrenal gland"
0722,"Unilateral adrenalectomy","Unilateral adrenalectomy"
0729,"Part adrenalectomy NEC,"Other partial adrenalectomy"
073,"Bilateral adrenalectomy","Bilateral adrenalectomy"
0741,"Adrenal incision","Incision of adrenal gland"
0742,"Adrenal nerve division","Division of nerves to adrenal glands"
0743,"Adrenal vessel ligation","Ligation of adrenal vessels"
0744,"Adrenal repair","Repair of adrenal gland"
0745,"Adrenal reimplantation","Reimplantation of adrenal tissue"
0749,"Adrenal operation NEC,"Other operations on adrenal glands"
0751,"Pineal field exploration","Exploration of pineal field"
0752,"Pineal gland incision","Incision of pineal gland"
0753,"Partial pinealectomy","Partial excision of pineal gland"
0754,"Total pinealectomy","Total excision of pineal gland"
0759,"Pineal operation NEC,"Other operations on pineal gland"
0761,"Exc pituit les-transfron","Partial excision of pituitary gland"
0762,"Exc pituit les-transphen","Partial excision of pituitary gland"
0763,"Part excis pituitary NOS,"Partial excision of pituitary gland"
0764,"Tot exc pituit-transfron","Total excision of pituitary gland"
0765,"Tot exc pituit-transphen","Total excision of pituitary gland"
0768,"Total exc pituitary NEC,"Total excision of pituitary gland"
0769,"Total exc pituitary NOS,"Total excision of pituitary gland"
0771,"Pituitary fossa explorat","Exploration of pituitary fossa"
0772,"Pituitary gland incision","Incision of pituitary gland"
0779,"Pituitary operation NEC,"Other operations on hypophysis"
0780,"Thymectomy NOS,"Thymectomy"
0781,"Oth part excision thymus","Other partial excision of thymus"
0782,"Oth totl excision thymus","Other total excision of thymus"
0783,"Thorac part exisn thymus","Thoracoscopic partial excision of thymus"
0784,"Thorac total exc thymus","Thoracoscopic total excision of thymus"
0791,"Thymus field exploration","Exploration of thymus field"
0792,"Other incision of thymus","Other incision of thymus"
0793,"Repair of thymus","Repair of thymus"
0794,"Thymus transplantation","Transplantation of thymus"
0795,"Thorac incision thymus","Thoracoscopic incision of thymus"
0798,"Oth thorac op thymus NOS,"Other and unspecified thoracoscopic operations on thymus"
0799,"Other thymus ops NOS,"Other and unspecified operations on thymus"
0801,"Incision of lid margin","Incision of lid margin"
0802,"Blepharorrhaphy severing","Severing of blepharorrhaphy"
